,tax_year,object_id,doner_name,doner_ein,recepient_name,recepient_address,recepient_zip,recepient_street_abreviation_code,irc_section_description,recepient_ein,recepient_cash_grant_amount,purpose_of_grant_txt
13,2015,201701359349311610,The Boston Police Foundation Inc,043209395,Boston Police Detectives Benevolent Society,434 Hyde Park Ave,02131,MA,,223010035,18000,Charitable Donation
14,2016,201801359349310250,The Boston Police Foundation Inc,043209395,boston police relief association,1249 hyde park ave,02136,MA,,041106807,30000,charitable donation
15,2017,201901349349308965,The Boston Police Foundation Inc,043209395,boston police relief association,1249 hyde park ave,02136,MA,,041106807,30000,Charitable donation
16,2017,201901349349308965,The Boston Police Foundation Inc,043209395,Thermo Scientific,2 Radcliff Road,01876,MA,,010650031,25553,Application for police officer safety
17,2017,201901349349308965,The Boston Police Foundation Inc,043209395,Safeware,PO Box 64465,21264,MD,,521152883,17069,Support for safety equipment
18,2014,201533229349300903,NEWTON POLICE MEMORIAL ASSOCIATION,046339353,NO SINGLE RECIPIENT OF 5000 OR MORE,,,,,,,DONATIONS TO 501(C)(3) ORGANIZATIONS AS APPROVED BY THE MEMBERS
19,2015,201632889349300108,NEWTON POLICE MEMORIAL ASSOCIATION,046339353,NO SINGLE RECIPIENT OF 5000 OR MORE,,,,,,0,DONATIONS TO 501(C)(3) ORGANIZATIONS AS APPROVED BY THE MEMBERS
20,2016,201712519349300836,NEWTON POLICE MEMORIAL ASSOCIATION,046339353,NO SINGLE RECIPIENT OF 5000 OR MORE,,,,,,0,DONATIONS TO 501(C)(3) ORGANIZATIONS AS APPROVED BY THE MEMBERS
21,2013,201403429349300420,NEW ENGLAND ASSOCIATION OF,050357803,SPECIAL OLYMPICS,512 FOREST STREET,01752,MA,3,237242294,9000,COMMUNITY ASSISTANCE
22,2013,201403429349300420,NEW ENGLAND ASSOCIATION OF,050357803,JIMMY FUND - DANA FARBER CANCER INS,10 BROOKLINE PLACE WEST - 6TH FLOOR,024457295,MA,3,042263040,9000,COMMUNITY ASSISTANCE
23,2014,201503439349300425,NEW ENGLAND ASSOCIATION OF,050357803,SPECIAL OLYMPICS,512 FOREST STREET,01752,MA,3,237242294,9000,COMMUNITY ASSISTANCE
24,2014,201503439349300425,NEW ENGLAND ASSOCIATION OF,050357803,JIMMY FUND - DANA FARBER CANCER INS,10 BROOKLINE PLACE WEST - 6TH FLOOR,024457295,MA,3,042263040,9000,COMMUNITY ASSISTANCE
25,2015,201623179349300902,NEW ENGLAND ASSOCIATION OF,050357803,SPECIAL OLYMPICS,512 FOREST STREET,01752,MA,3,237242294,9000,COMMUNITY ASSISTANCE
26,2015,201623179349300902,NEW ENGLAND ASSOCIATION OF,050357803,JIMMY FUND - DANA FARBER CANCER INS,10 BROOKLINE PLACE WEST - 6TH FLOOR,024457295,MA,3,042263040,9000,COMMUNITY ASSISTANCE
27,2016,201713459349300501,NEW ENGLAND ASSOCIATION OF,050357803,SPECIAL OLYMPICS,512 FOREST STREET,01752,MA,3,237242294,9000,COMMUNITY ASSISTANCE
28,2016,201713459349300501,NEW ENGLAND ASSOCIATION OF,050357803,JIMMY FUND - DANA FARBER CANCER INS,10 BROOKLINE PLACE WEST - 6TH FLOOR,024457295,MA,3,042263040,9000,COMMUNITY ASSISTANCE
29,2017,201823459349300757,NEW ENGLAND ASSOCIATION OF,050357803,SPECIAL OLYMPICS,512 FOREST STREET,01752,MA,3,237242294,9000,COMMUNITY ASSISTANCE
30,2017,201823459349300757,NEW ENGLAND ASSOCIATION OF,050357803,JIMMY FUND - DANA FARBER CANCER INS,10 BROOKLINE PLACE WEST - 6TH FLOOR,024457295,MA,3,042263040,9000,COMMUNITY ASSISTANCE
31,2017,201812989349301146,RHODE ISLAND STATE POLICE MUSEUM,050498598,RI STATE POLICE,,,,,,8031,
32,2014,201533209349301038,CONNECTICUT POLICE CHIEFS,060949795,NEWTOWN POLICE DEPT,3 MAIN ST,06470,CT,GOV,,,
33,2018,201913059349300721,CONNECTICUT POLICE CHIEFS,060949795,CONNECTICUT POLICE FOUNDATION,,,,,,10469,
34,2018,201921339349302912,NEW YORK STATE POLICE INVESTIGATORS,061412386,NEW YORK STATE POLICE INVESTIGATORS ASSOCIATION PAC FUND,11 NORTH PEARL STREET NO 1202,12207,NY,527,141835999,90806,POLITICAL
35,2018,201921339349302912,NEW YORK STATE POLICE INVESTIGATORS,061412386,NYS POLICE INVESTIGATORS ASSOCIATION EMERGENCY ASSISTANCE FUND INC,1202 TROY SCHENECTADY ROAD BLDG 3,12110,NY,501(C)-3,453200529,13674,CHARITABLE
36,2018,201921849349300637,PORT WASHINGTON PBA,112889946,PORT WASHINGTON POLICE FOUNDATION INC,PO BOX 14,11050,NY,501(C)(3),824195326,20485,CHARITABLE DONATION
37,2017,201940259349300244,METROPOLITAN TRANSPORTATION,113448754,MTA PBA PAC FUND,76 SOUTH CENTRAL AVE SUITE 1D,11580,NY,527,900757593,42225,POLITICAL CONTRIBUTION
38,2013,201432249349300408,ATLANTA POLICE FOUNDATION INC,113655936,ATLANTA POLICE DEPARTMENT,ATLANTA,30303,GA,NA,,1836270,SUPPORT RANK AND FILE APD OFFICERS
39,2014,201511899349300311,ATLANTA POLICE FOUNDATION INC,113655936,ATLANTA POLICE DEPARTMENT,ATLANTA,30303,GA,,,1791759,SUPPORT RANK AND FILE APD OFFICERS
40,2015,201601799349300710,ATLANTA POLICE FOUNDATION INC,113655936,ATLANTA POLICE DEPARTMENT,ATLANTA,30303,GA,,,3206862,SUPPORT RANK AND FILE APD OFFICERS
41,2016,201703009349300515,ATLANTA POLICE FOUNDATION INC,113655936,ATLANTA POLICE DEPARTMENT,ATLANTA,30303,GA,,,5474190,SUPPORT RANK AND FILE APD OFFICERS
42,2017,201802589349300400,ATLANTA POLICE FOUNDATION INC,113655936,ATLANTA POLICE DEPARTMENT,ATLANTA,30303,GA,,,6551980,SUPPORT RANK AND FILE APD OFFICERS
43,2018,201912389349300736,ATLANTA POLICE FOUNDATION INC,113655936,ATLANTA POLICE DEPARTMENT,ATLANTA,30303,GA,,,3303768,Support APD/Public safety in Atl.
44,2015,201721359349303957,Nassau County Police Activity League Inc,116002869,Manhasset Public Schools,200 Memorial Drive,11030,NY,,116002006,5489,Sound system Maintenance
45,2015,201721359349303957,Nassau County Police Activity League Inc,116002869,Town of North Hempstead,1801 Evergreen Ave,11040,NY,,116001933,90000,Feild Maintenance
46,2017,201843199349303904,Nassau County Police Activity League Inc,116002869,Manhasset Public Schools,200 Memorial Drive,11030,NY,,116002006,8644,Fencing for feild
47,2013,201403219349310435,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220,NY,,136400434,1000710,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
48,2013,201403219349310435,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME,BUREAU 1 POLICE PLAZA,10038,NY,,136400434,160000,THE GUN STOP PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS IN TO THE NYPD.
49,2013,201403219349310435,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003,NY,,136400434,,"FOR CRIME STOPPERS UNIT, CANVASSING CRIME SCENE FOR INFORMATION"
50,2013,201403219349310435,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003,NY,,136400434,,WELLNESS OF POLICE OFFICERS
51,2013,201403219349310435,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220,NY,,136400434,,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
52,2014,201503179349304825,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220,NY,,136400434,800480,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
53,2014,201503179349304825,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME,BUREAU 1 POLICE PLAZA,10038,NY,,136400434,165000,THE GUN STOP PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS IN TO THE NYPD.
54,2014,201503179349304825,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003,NY,,136400434,,WELLNESS OF POLICE OFFICERS
55,2014,201503179349304825,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220,NY,,136400434,,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
56,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220,NY,,136400434,1000000,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
57,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME,BUREAU 1 POLICE PLAZA,10038,NY,,136400434,200000,THE GUN STOP PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS INTO THE NYPD.
58,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME,BUREAU 1 POLICE PLAZA,10038,NY,,136400434,46198,THE GUN BUY-BACK PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS IN TO THE NYPD.
59,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003,NY,,136400434,,WELLNESS OF POLICE OFFICERS
60,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220,NY,,136400434,,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
61,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003,NY,,136400434,994925,BULLET -PROOF VEST ( POLICE OFFICER PROTECTION)
62,2016,201703199349308575,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220,NY,,136400434,1000000,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
63,2016,201703199349308575,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME,BUREAU 1 POLICE PLAZA,10038,NY,,136400434,150000,THE GUN STOP PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS INTO THE NYPD.
64,2016,201703199349308575,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003,NY,,136400434,,WELLNESS OF POLICE OFFICERS.
65,2016,201703199349308575,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220,NY,,136400434,,EXPLOSIVE DETECTION CANINES IS A SIGNIFICANT BOOST TO THE NYPD ONGOING EFFORTS TO COMBAT TERRORISM.
66,2017,201833199349311783,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220,NY,,136400434,1300000,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
67,2017,201833199349311783,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME BUREAU,BUREAU 1 POLICE PLAZA,10038,NY,,136400434,100000,THE GUN STOP PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS INTO THE NYPD.
68,2017,201833199349311783,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003,NY,,136400434,,WELLNESS OF POLICE OFFICERS.
69,2017,201833199349311783,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220,NY,,136400434,,EXPLOSIVE DETECTION CANINES IS A SIGNIFICANT BOOST TO THE NYPD ONGOING EFFORTS TO COMBAT TERRORISM.
70,2017,201833199349311783,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD CRIME CHIEF DEPARTMENT,ONE POLICE PLAZA,10038,NY,,136400434,,TO BE USED BY THE NYPD TO GO TO CRIME SCENE AND REPORT TO CRIME STOPPER 577 TIPS HOTLINE.
71,2017,201832919349300923,FRATERNAL ORDER OF POLICE EMPIRE,132842700,MEMORIAL SLOAN KETTERING CANCER CENTER,PO BOX 27106,10087,NY,501-C-3,131924236,10000,CHARITABLE
72,2017,201813069349300606,FRATERNAL ORDER OF POLICE EMPIRE,132842700,MEMORIAL SLOAN KETTERING CANCER CENTER,PO BOX 27106,10087,NY,501-C-3,131924236,10000,CHARITABLE
73,2013,201402389349300815,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,GNYC BOY SCOUTS OF AMERICA,350 FIFTH AVE STE 430,10018,NY,,131624015,10000,
74,2013,201402389349300815,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,AMERICAN SKIN ASSOCIATION,346 PARK AVENUE SOUTH,10010,NY,,133401320,10000,
75,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,GNYC BOY SCOUTS OF AMERICA,350 FIFTH AVE STE 430,10018,NY,,131624015,10000,
76,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,AMERICAN SKIN ASSOCIATION,346 PARK AVENUE SOUTH,10010,NY,,133401320,10000,
77,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,HELLENIC SOCIETY SCHOLARSHIP FUND,823 ELEVENTH AVE 5TH FL,10019,NY,,133709501,6500,
78,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,NYS TROOPERS PBA,120 STATE ST 2ND FL,12207,NY,,204062957,17500,
79,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,CITIZENS CRIME COMM OF NY,335 MADISON AVE 9TH FLR,10017,NY,,132954537,10000,
80,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,FRIENDS OF FIREFIGHTERS INC,199 VAN BRUNT STREET,11231,NY,,010611469,10000,
81,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,MAYO CLINIC,200 FIRST STREET SW,55905,MN,,416011702,10000,
82,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,GNYC BOY SCOUTS OF AMERICA,350 FIFTH AVE STE 430,10018,NY,,131624015,10000,
83,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,AMERICAN SKIN ASSOCIATION,346 PARK AVENUE SOUTH,10010,NY,,133401320,10000,
84,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,CITIZENS CRIME COMM OF NY,335 MADISON AVE 9TH FLR,10017,NY,,132954537,10000,
85,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,NEW YORK BLOOD CENTER,310 EAST 67TH STREET,10065,NY,,131949477,10000,
86,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,NY LAW ENFORCEMENT FOUND,480 PARK AVENUE,10022,NY,,133854164,10000,
87,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,SPECIAL OPERATIONS WARRIOR FOUND,PO BOX 89367,33689,FL,,521183585,10000,
88,2016,201742209349300444,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,GNYC BOY SCOUTS OF AMERICA,350 FIFTH AVE STE 430,10018,NY,,131624015,20000,
89,2016,201742209349300444,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,AMERICAN SKIN ASSOCIATION,346 PARK AVENUE SOUTH,10010,NY,,133401320,10000,
90,2016,201742209349300444,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,THE CENTURION FOUNDATION,45 BROADWAY STE 2440,10006,NY,,133416110,20000,
91,2016,201742209349300444,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,NY LAW ENFORCEMENT FOUND,480 PARK AVENUE,10022,NY,,133854164,10000,
92,2017,201813179349304621,NATIONAL POLICE DEFENSE FOUNDATION INC,133830191,FRESH START CARING FOUNDATION,2011 PALOMAR AIRPORT RD 206,92056,CA,501(c)(3),464828915,18100,SURGICAL AID
93,2016,201811359349312011,POLICE UNITY TOUR NORTHERN,134346176,police unity tour,PO BOX 528,07923,NJ,501(C)(3),223530541,117000,SUPPORT OF THE NATIONAL POLICE MEMORIAL IN DC
94,2013,201521349349306227,Patrolmen's Benevolent Association,135308915,Police Relief Fund,1 POLICE PLAZA,10007,NY,501(C)(4),237331002,774800,FOR THE NEEDS OF ITS MEMBERS AND FAMILIES
95,2014,201641379349307004,Patrolmen's Benevolent Association,135308915,Police Relief Fund,1 POLICE PLAZA,10007,NY,501(C)(4),237331002,765672,FOR THE NEEDS OF ITS MEMBERS
96,2015,201701229349301415,Patrolmen's Benevolent Association of the,135308915,POLICE RELIEF FUND,1 POLICE PLAZA,10007,NY,501(C)(4),237331002,791098,Program Support
97,2016,201841349349305829,Patrolmen's Benevolent Association of the,135308915,POLICE RELIEF FUND,1 POLICE PLAZA,10007,NY,501(C)(4),237331002,836944,Program Support
98,2017,201941349349304104,Patrolmen's Benevolent Association of the,135308915,POLICE RELIEF FUND,1 POLICE PLAZA,10007,NY,501(C)(4),237331002,804676,Program Support
99,2017,201823189349304112,POLICE BENEVOLENT ASSOCIATION,136115884,NYST PBA HOLDING,120 STATE ST,12207,NY,501-C-2,800577393,1454431,CONTRIBUTION
100,2016,201723129349300307,SCARSDALE PATROLMEN'S BENEVOLENT,136118433,JDRF,26 BROADWAY 15TH FL,10004,NY,501-C-3,231907729,21000,CHARITY
101,2016,201723129349300307,SCARSDALE PATROLMEN'S BENEVOLENT,136118433,ST JUDE CHILDREN RESEARCH HOSPITAL,262 DANNY THOMAS PLACE,38105,TN,501-C-3,620646012,21000,CHARITY
102,2017,201803139349301300,SCARSDALE PATROLMEN'S BENEVOLENT,136118433,JDRF,26 BROADWAY 15TH FL,10004,NY,501-C-3,231907729,25000,CHARITY
103,2015,201613209349300431,NEW YORK STATE SHERIFFS',141390919,NEW YORK STATE SHERIFFS ASSOCIATION INSTITUTE INC,27 ELK STREET,12207,NY,501C3,222272582,,FORGIVENESS OF INTEREST DUE ON LOAN RECEIVABLE.
104,2016,201723199349303827,NEW YORK STATE SHERIFFS',141390919,NEW YORK STATE SHERIFFS' INSTITUTE INC,27 ELK STREET,12207,NY,501C3,222272582,,FORGIVENESS OF CURRENT YEAR'S INTEREST DUE ON LOAN RECEIVABLE.
105,2017,201833199349300338,NEW YORK STATE SHERIFFS',141390919,NEW YORK STATE SHERIFFS' INSTITUTE INC,27 ELK STREET,12207,NY,501C3,222272582,,FORGIVENESS OF CURRENT YEAR'S INTEREST DUE ON LOAN RECEIVABLE.
106,2015,201700749349300705,ERIE COUNTY SHERIFFS,161510421,KIDS ESCAPING DRUGS,920 HARLEM ROAD,14224,NY,501(C),,7000,PUBLIC ASSISTANCE
107,2016,201840749349301759,ERIE COUNTY SHERIFFS,161510421,WNY UNITED,1195 NIAGARA STREET,14213,NY,501(C),,6500,
108,2017,201930329349301203,ERIE COUNTY SHERIFFS,161510421,WNY UNITED,1195 NIAGARA STREET,14213,NY,501(C),,15250,
109,2018,201912559349300331,LAW ENFORCEMENT ACTION PARTNERSHIP INC,161645758,CHRISTIAN COALITION OF AMERICA,PO BOX 37030,20013,DC,,752372537,200000,SUPPORT FOR CRIMINAL JUSTICE REFORM EFFORTS IN OHIO AND FLORIDA
110,2018,201912529349300516,AMHERST POLICE CLUB INC,166028379,TOWN OF AMHERST,5583 MAIN ST,14221,NY,,166002157,48899,IMPROVEMENTS TO THE AMHERST POLICE GYM FACILITY
111,2017,201900319349300800,LANCASTER CITY POLICE FOUNDATION,200228818,LANCASTER CITY BUREAU OF POLICE,39 WEST CHESTNUT STREET,176033510,PA,,236001904,140901,TO STRENGTHEN AND ENHANCE THE ACTIVITIES OF THE CANINE AND MOUNTED PATROL POLICE SERVICES
112,2013,201433009349300963,Charlotte Mecklenburg Police Foundation,200422513,CHARLOTTE MECKLENBURG POLICE DEPARTMENT,601 E TRADE STREET,28202,NC,,,44748,SEE SCHEDULE O.
113,2015,201602289349300530,Charlotte Mecklenburg Police Foundation,200422513,CHARLOTTE MECKLENBURG POLICE DEPARTMENT,601 E TRADE STREET,28202,NC,,,327980,SEE SCHEDULE O.
114,2016,201722289349300132,Charlotte Mecklenburg Police Foundation,200422513,CHARLOTTE MECKLENBURG POLICE DEPARTMENT,601 E TRADE STREET,28202,NC,,,119370,SEE SCHEDULE O.
115,2017,201843199349304819,Charlotte Mecklenburg Police Foundation,200422513,CHARLOTTE MECKLENBURG POLICE DEPARTMENT,601 E TRADE STREET,28202,NC,,,629594,SEE SCHEDULE O.
116,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,American Heart Association,5851 St Augustine Road,32207,FL,501c3,135613797,,
117,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Hands on Jacksonville,6817 Southpoint Pkwy 302,32216,FL,501c3,591466484,10000,
118,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,The Justice Coalition,1935 S Lane Ave Ste 1,32210,FL,501c3,593329348,,
119,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Police Unity Tour of FL Inc,PO Box 9144,330759144,FL,501c3,201026394,10000,
120,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Celebrate Asia,8732 Lone Star Road,32211,FL,501c3,300587167,,
121,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225,FL,501c3,237323006,21800,
122,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,NLEOMF,400 7th St NW Ste 300,20004,DC,501c3,521382926,,
123,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Childrens Chorus,225 E Duval St,32202,FL,501c3,593583678,,
124,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Shannon Miller Foundation,5035 Longbow Road,32210,FL,501c3,208441486,,
125,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Special Olympics of NE FLorida,851 Market Street,32201,FL,501c3,237181580,,
126,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,The Players Championship,103 Championship Way,32082,FL,501c3,520999206,,
127,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,WJCT Inc,100 Festival Park Avenue,32202,FL,501c3,590711482,,
128,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Concerns of Police Survivors,5530 Beach Blvd,32207,FL,501c3,593526441,9000,
129,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,National FOP Foundation,328 Massachusetts Ave NE,20002,DC,501c3,521606785,,
130,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,North Florida Police Motorcycl,432 E Monroe Street,32202,FL,501c3,452208625,,
131,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Five Star Veterens Center Inc,40 Acme Street,32211,FL,501c3,453545974,10000,
132,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Museum of Science and History,1025 Museum Circle,32207,FL,501c3,590651090,5000,
133,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Firefighter Charities,625 Stockton Street,32204,FL,501c3,270844402,20000,
134,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,American Heart Association,5851 St Augustine Road,32207,FL,501c3,135613797,,
