,tax_year,object_id,doner_name,doner_ein,recepient_name,recepient_address,recepient_zip,recepient_street_abreviation_code,irc_section_description,recepient_ein,recepient_cash_grant_amount,purpose_of_grant_txt
102,2017,201832259349301308,LAW ENFORCEMENT OFFICERS RELIEF FUND,263338776,BRAINTREE OFFICERS SUPPORT FUND,282 UNION STREET,01284,MA,,,5000,LAW ENFORCEMENT SUPPORT
103,2017,201832259349301308,LAW ENFORCEMENT OFFICERS RELIEF FUND,263338776,WISCONSIN COPS,PO BOX 100402,53210,WI,,,5000,LAW ENFORCEMENT SUPPORT
104,2017,201832259349301308,LAW ENFORCEMENT OFFICERS RELIEF FUND,263338776,SARASOTA POLICE FOUNDATION,5355 MCINTOSH ROAD UNIT F,34233,FL,,,25000,LAW ENFORCEMENT SUPPORT
105,2017,201832259349301308,LAW ENFORCEMENT OFFICERS RELIEF FUND,263338776,ST CROIX PBA L1910,,,,,,,HURRICANE RELIEF AND ASSISTANCE
106,2018,201912199349300961,LAW ENFORCEMENT OFFICERS RELIEF FUND INC,263338776,GWINNETT COUNTY POLICE FOUNDATION,PO BOX 491026,30049,GA,501(C)(3),582515113,9000,CONTRIBUTION PAID TO FAMILY OF FALLEN OFFICER
107,2014,201543179349303479,FIRST RESPONDERS FOUNDATION,263499345,OMAHA FIRE DEPARTMENT,1819 FARNUM STREET,68183,NE,CITY OF OMAHA,476006304,,EQUIPMENT FOR DEPARTMENT
108,2014,201543179349303479,FIRST RESPONDERS FOUNDATION,263499345,OMAHA POLICE DEPARTMENT,1819 FARNUM STREET,68183,NE,CITY OF OMAHA,476006304,22500,EQUIPMENT FOR DEPARTMENT
109,2014,201543179349303479,FIRST RESPONDERS FOUNDATION,263499345,LATINO PEACE OFFICERS ASSOCIATION - NE CHAPTER,PO BOX 7164,68107,NE,501(C)(3),753077908,15825,SUPPORT OF YOUTH ATHLETIC PROGRAMS
110,2014,201543179349303479,FIRST RESPONDERS FOUNDATION,263499345,OMAHA FIRE DEPARTMENT,1819 FARNUM STREET,68183,NE,CITY OF OMAHA,476006304,1445,EQUIPMENT FOR DEPARTMENT
111,2015,201623199349308922,FIRST RESPONDERS FOUNDATION,263499345,OMAHA FIRE DEPARTMENT,1819 FARNUM STREET,68183,NE,CITY OF OMAHA,476006304,,EQUIPMENT FOR DEPARTMENT
112,2015,201623199349308922,FIRST RESPONDERS FOUNDATION,263499345,OMAHA POLICE DEPARTMENT,1819 FARNUM STREET,68183,NE,CITY OF OMAHA,476006304,,EQUIPMENT FOR DEPARTMENT
113,2015,201623199349308922,FIRST RESPONDERS FOUNDATION,263499345,POLICE ATHLETICS FOR COMMUNITY ENGAGEMENT,11922 WOOLWORTH AVE,68144,NE,501(C)(3),465041453,56808,SUPPORT OF YOUTH ATHLETIC PROGRAMS
114,2015,201623199349308922,FIRST RESPONDERS FOUNDATION,263499345,UNIVERSITY OF NEBRASKA FOUNDATION,PO BOX 82555,68501,NE,501(C)(3),470379839,30000,GENERAL FUND
115,2015,201623199349308922,FIRST RESPONDERS FOUNDATION,263499345,BOYS AND GIRLS CLUBS OF THE MIDLANDS,2610 HAMILTON STREET,68131,NE,501(C)(3),470467350,25000,GENERAL FUND
116,2015,201623199349308922,FIRST RESPONDERS FOUNDATION,263499345,BLACK OFFICERS ASSOCIATION OF OMAHA,6012 N 102ND STREET,68134,NE,501(C)(3),463527019,5000,GENERAL FUND
117,2015,201623199349308922,FIRST RESPONDERS FOUNDATION,263499345,BIG DOGS HUGE PAWS INC,1917 PERRY PARK AVE,80118,CO,501(C)(3),262780979,5000,GENERAL FUND
118,2015,201623199349308922,FIRST RESPONDERS FOUNDATION,263499345,IOWA COPS,103 MADELYN LANE,50156,IA,501(C)(3),273331812,20000,GENERAL FUND
119,2015,201623199349308922,FIRST RESPONDERS FOUNDATION,263499345,SPECIAL OLYMPICS NEBRASKA INC,9427 F STREET,68127,NE,501(C)(3),470546346,20000,GENERAL FUND
120,2016,201703199349300335,FIRST RESPONDERS FOUNDATION,263499345,OMAHA FIRE DEPARTMENT,1819 FARNAM STREET,68183,NE,CITY OF OMAHA,476006304,,EQUIPMENT AND UNIFORMS
121,2016,201703199349300335,FIRST RESPONDERS FOUNDATION,263499345,OMAHA POLICE DEPARTMENT,1819 FARNAM STREET,68183,NE,CITY OF OMAHA,476006304,,EQUIPMENT AND TRAINING FOR DEPARTMENT
122,2016,201703199349300335,FIRST RESPONDERS FOUNDATION,263499345,POLICE ATHLETICS FOR COMMUNITY ENGAGEMENT,11922 WOOLWORTH AVE,68144,NE,501(C)(3),465041453,40000,SUPPORT OF YOUTH ATHLETIC PROGRAMS
123,2017,201823199349306752,FIRST RESPONDERS FOUNDATION,263499345,OMAHA FIRE DEPARTMENT,1819 FARNAM STREET,68183,NE,CITY OF OMAHA,476006304,,EQUIPMENT AND UNIFORMS
124,2017,201823199349306752,FIRST RESPONDERS FOUNDATION,263499345,OMAHA POLICE DEPARTMENT,1819 FARNAM STREET,68183,NE,CITY OF OMAHA,476006304,,EQUIPMENT AND TRAINING FOR DEPARTMENT
125,2017,201823199349306752,FIRST RESPONDERS FOUNDATION,263499345,POLICE ATHLETICS FOR COMMUNITY ENGAGEMENT,11922 WOOLWORTH AVE,68144,NE,501(C)(3),465041453,,SUPPORT OF YOUTH ATHLETIC PROGRAMS
126,2014,201542199349301604,POLICE FOUNDATION OF KANSAS CITY,264145021,KANSAS CITY MISSOURI POLICE DEPARTMENT,1125 LOCUST STREET,64106,MO,GOV'T ENTITY,446000197,137029,"TO PROVIDE FUNDING TO ACQUIRE PROPERTY AND EQUIPMENT FOR USE BY THE KANSAS CITY, MO POLICE DEPARTMENT."
127,2015,201631169349300728,POLICE FOUNDATION OF KANSAS CITY,264145021,KANSAS CITY MISSOURI POLICE DEPT,1125 LOCUST STREET,64106,MO,GOVT ENTITY,446000197,89067,
128,2016,201731359349300023,POLICE FOUNDATION OF KANSAS CITY,264145021,KANSAS CITY MISSOURI POLICE DEPT,1125 LOCUST STREET,64106,MO,GOVT ENTITY,446000197,252587,
129,2017,201840789349300639,POLICE FOUNDATION OF KANSAS CITY,264145021,KANSAS CITY MISSOURI POLICE DEPT,1125 LOCUST STREET,64106,MO,GOVT ENTITY,446000197,,
130,2018,201911209349300041,POLICE FOUNDATION OF KANSAS CITY,264145021,KANSAS CITY MISSOURI POLICE DEPT,1125 LOCUST STREET,64106,MO,GOVT ENTITY,446000197,,
