,tax_year,object_id,doner_name,doner_ein,recepient_name,recepient_address,recepient_zip,recepient_street_abreviation_code,irc_section_description,recepient_ein,recepient_cash_grant_amount,purpose_of_grant_txt
23,2017,201842279349301164,BOCA RATON POLICE FOUNDATION INC,454714038,CITY OF BOCA RATON - POLICE SERVICES DEPARTMENT,201 WEST PALMETTO PARK ROAD,33432,FL,,,,THE ORGANIZATION PURCHASED EQUIPMENT FOR THE BOCA RATON POLICE DEPARTMENT TO HELP POLICE OFFICERS TO SUCCEED ON THE STREETS WHILE MAINTAINING THEIR OWN SAFETY TO BETTER SERVE THE CITY OF BOCA POLICE OFFICERS AND THE BOCA RATON COMMUNITY.
24,2018,201933089349302408,BOCA RATON POLICE FOUNDATION INC,454714038,CITY OF BOCA RATON - POLICE SERVICES DEPARTMENT,201 WEST PALMETTO PARK ROAD,33432,FL,,,,THE ORGANIZATION PURCHASED EQUIPMENT FOR THE BOCA RATON POLICE DEPARTMENT TO HELP POLICE OFFICERS TO SUCCEED ON THE STREETS WHILE MAINTAINING THEIR OWN SAFETY TO BETTER SERVE THE CITY OF BOCA POLICE OFFICERS AND THE BOCA RATON COMMUNITY.
25,2015,201613209349315246,SHERIFFS AND YOU FOUNDATION INC,455016850,HABITAT FOR HUMANITY - LAKE COUNTY CA,15312 LAKESHORE DRIVE,95422,CA,501(C)(3),,,FINANCIAL ASSISTANCE PROVIDED TO FIRE VICTIMS
26,2016,201741519349300544,POLICE NAVIDAD INC,455132324,ANCHORAGE COPS FOR COMMUNITY,,,,3,813538734,9200,
27,2016,201703109349300750,Law Enforcement Education,455509663,Delaware Co Sheriffs Office,100 West Washington Street,47305,IN,,356000140,20000,Tactical Body Armor
28,2016,201703109349300750,Law Enforcement Education,455509663,Nash TX Police Department,119 Elm Street,75569,TX,,756005306,0,Equip. for Law Enforcement Agency
29,2016,201703109349300750,Law Enforcement Education,455509663,Yuma County Sheriffs Office,310 Ash Street Suite G,80758,CO,,846000816,0,Equip. for Law Enforcement Agency
30,2016,201810809349300606,Law Enforcement Education,455509663,Delaware Co Sheriffs Office,100 West Washington Street,47305,IN,,356000140,20000,Tactical Body Armor
31,2016,201810809349300606,Law Enforcement Education,455509663,Nash TX Police Department,119 Elm Street,75569,TX,,756005306,0,Equip. for Law Enforcement Agency
32,2016,201810809349300606,Law Enforcement Education,455509663,Yuma County Sheriffs Office,310 Ash Street Suite G,80758,CO,,846000816,0,Equip. for Law Enforcement Agency
33,2017,201803169349304415,Law Enforcement Education,455509663,Yuma County Sheriffs Office,310 Ash Street Suite G,80758,CO,,846000816,3935,Equip. for Law Enforcement Agency
34,2015,201602079349300985,NATIONAL POLICE RELIEF ASSOCIATION,461030698,GIVE KID THE WORLD FOUNDATION,210 S BASS ROAD,34746,FL,,,5299,
35,2015,201602079349300985,NATIONAL POLICE RELIEF ASSOCIATION,461030698,GOOD AND WELFARE,125 MAIDEN LANE,10038,NY,,,20000,
36,2016,201711729349300326,NATIONAL POLICE RELIEF ASSOCIATION,461030698,GIVE KID THE WORLD FOUNDATION,210 S BASS ROAD,34746,FL,,,5550,
37,2016,201711729349300326,NATIONAL POLICE RELIEF ASSOCIATION,461030698,GOOD AND WELFARE,125 MAIDEN LANE,10038,NY,,,16950,
38,2017,201831839349301128,NATIONAL POLICE RELIEF ASSOCIATION,461030698,GIVE KID THE WORLD FOUNDATION,210 S BASS ROAD,34746,FL,,,9203,
39,2017,201831839349301128,NATIONAL POLICE RELIEF ASSOCIATION,461030698,GOOD AND WELFARE,125 MAIDEN LANE,10038,NY,,,40000,
40,2017,201831839349301128,NATIONAL POLICE RELIEF ASSOCIATION,461030698,MAKE A WISH FOUNDATION,1384 Perrineville Road,08831,NJ,,,7000,
41,2017,201831839349301128,NATIONAL POLICE RELIEF ASSOCIATION,461030698,ST DOMINCIS FOOD PANTRY BRIC,250 Old Squan Road,08724,NJ,,,8943,
42,2018,201902039349300070,NATIONAL POLICE RELIEF ASSOCIATION,461030698,GIVE KID THE WORLD FOUNDATION,210 S BASS ROAD,34746,FL,,,7829,
43,2018,201902039349300070,NATIONAL POLICE RELIEF ASSOCIATION,461030698,GOOD AND WELFARE,125 MAIDEN LANE,10038,NY,,,42000,
44,2018,201902039349300070,NATIONAL POLICE RELIEF ASSOCIATION,461030698,ST DOMINCIS FOOD PANTRY BRIC,250 Old Squan Road,08724,NJ,,,9290,
45,2018,201902039349300070,NATIONAL POLICE RELIEF ASSOCIATION,461030698,TOURETTES ASS BD TRAVEL RUN,42-80 BELL BOULEVARD STE 205,11361,NY,,,14205,
46,2018,201902039349300070,NATIONAL POLICE RELIEF ASSOCIATION,461030698,TOURETTES ASSOC OF AMERICA,42-80 BELL BOULEVARD STE 205,11361,NY,,,9070,
47,2014,201503209349314455,Stockton Police Foundation,461463274,CITY OF STOCKTON,425 N EL DORADO STREET,95202,CA,,,302959,SUPPORT STOCKTON POLICE DEPARTMENT
48,2015,201603209349314545,Stockton Police Foundation,461463274,CITY OF STOCKTON,425 N EL DORADO STREET,95202,CA,,,432775,SUPPORT STOCKTON POLICE DEPARTMENT
49,2016,201731919349300673,BRASS CITY LOCAL CACP INC,461842374,VARIOUS ORGANIZATIONS,,,,,,18065,CHARITABLE
50,2017,201843179349303709,BRASS CITY LOCAL CACP INC,461842374,VARIOUS ORGANIZATIONS,,,,,,6723,CHARITABLE
51,2018,201933019349301173,YARMOUTH POLICE FOUNDATION INC,462087396,YARMOUTH POLICE RELIEF ASSOCIATION INC,1 BRAD ERICKSON WAY,02673,MA,501C3,046079325,407,TO SUPPORT THE YARMOUTH POLICE RELIEF ASSOCIATION IN THEIR MISSION.
52,2018,201902199349300275,THE CENTRAL INDIANA POLICE FOUNDATION,462417255,THE FATHER'S HOUSE,1551 S FRANKLIN RD,46239,IN,,820575757,7785,SUPPORT OF YOUTH PROGRAMS
53,2018,201942639349300629,FLINT POLICE FOUNDATION INC,464733640,CITY OF FLINT TREASURER,1101 SAGINAW ST,48506,MI,,,9724,
54,2018,201942639349300629,FLINT POLICE FOUNDATION INC,464733640,CENTER FOR URBAN STUDIES,5700 CASS AVE,48202,MI,,,53972,
55,2018,201942639349300629,FLINT POLICE FOUNDATION INC,464733640,NC4 PUBLIC SECTOR,100 N PACFIC COAST HIGHWAY,90245,CA,,,98779,
56,2017,201803199349304595,FLINT POLICE FOUNDATION INC,464733640,CITY OF FLINT TREASURER,1101 SAGINAW ST,48506,MI,,,94600,
57,2017,201803199349304595,FLINT POLICE FOUNDATION INC,464733640,CENTER FOR URBAN STUDIES,5700 CASS AVE,48202,MI,,,64749,
58,2017,201803199349305745,CHICAGO POLICE FOUNDATION,465275687,NATIONAL ORGANIZATION OF BLACK LAW ENFORCEMENT EXECUTIVES,PO BOX 677,07042,NJ,501(C)(3),223147963,30000,TO EXPAND A LAW LITERACY AND COMMUNITY BUILDING LAW ENFORCEMENT INTERACTION PROGRAM
59,2017,201803199349305745,CHICAGO POLICE FOUNDATION,465275687,UNIVERSITY OF CHICAGO,5235 SOUTH HARPER COURT SUITE 450,60615,IL,501(C)(3),362177319,6000,CRIME LAB GIFT
60,2017,201803199349305745,CHICAGO POLICE FOUNDATION,465275687,CHICAGO POLICE MEMORIAL FOUNDATION,1407 WEST WASHINGTON BOULEVARD,60607,IL,501(C)(3),562450501,5000,GENERAL
61,2017,201803199349305745,CHICAGO POLICE FOUNDATION,465275687,CITY COLLEGES OF CHICAGO - WASHBURNE CULINARY INSTITUTE,740 WEST 63RD STREET,60621,IL,115,362606236,7610,GENERAL
62,2016,201820439349301517,RISE TAMPA OUR POLICE FOUNDATION,465291016,AMERICAN CANCER SOCIETY,250 WILLIAMS ST NW,30303,GA,,,8250,BREAST CANCER
63,2015,201631469349300328,TRURO POLICE K-9 ASSOCIATION INC,465582980,TOWN OF TRURO,355 ROUTE 6,02666,MA,,042899567,10000,"POLICE DOGS CARE, EQUIPMENT"
64,2018,201931309349301013,LINCOLN POLICE UNION LOCAL 544,470588585,BUCKNER FUND,,,,,,12348,SCHOLARSHIP
65,2018,201931309349301013,LINCOLN POLICE UNION LOCAL 544,470588585,LINCOLN POLICE UNION CHARITIES,,,,,,6174,CHARITY
66,2018,201931309349301013,LINCOLN POLICE UNION LOCAL 544,470588585,DEFENSE FUND,,,,,,6566,CHARITY
67,2016,201713189349309591,OMAHA POLICE UNION LOCAL 101,470625497,MISC,,,,,,36403,
68,2015,201603209349305005,LINCOLN POLICE CHARITIES,470715753,PEOPLE IN NEED,,,,,,19000,TO ASSIST ORGANIZATION TO DISTRIBUTE ITEMS TO PEOPLE IN NEED.TO ASSIST ORGANIZATION IN PROVIDING ITEMS FOR PEOPLE IN NEED.
69,2017,201812609349301611,LINCOLN POLICE CHARITIES,470715753,PEOPLE IN NEED,,,,,,21391,TO ASSIST ORGANIZATION TO DISTRIBUTE ITEMS TO PEOPLE IN NEED.TO ASSIST ORGANIZATION IN PROVIDING ITEMS FOR PEOPLE IN NEED.
70,2018,201941309349304774,LINCOLN POLICE CHARITIES,470715753,PEOPLE IN NEED,,,,,,44010,TO ASSIST ORGANIZATION TO DISTRIBUTE ITEMS TO PEOPLE IN NEED.TO ASSIST ORGANIZATION IN PROVIDING ITEMS FOR PEOPLE IN NEED.
71,2017,201802509349301400,Dallas Police Cycling Team,471183948,Police Unity Tour,PO Box 706,22038,VA,,800642457,8200,
72,2015,201640719349300604,BREVARD COUNTY SHERIFF'S OFFICE,471798546,BREVARD COUNTY SHERIFF,700 S PARK AVE,32780,FL,,,,IMPROVE FACILITY
73,2015,201622059349300502,Brevard Cnty Sheriffs Ofc Pet Posse Inc,471798546,Brevard County Sheriff,700 S Park Ave,32780,FL,,,,Improve facility
74,2017,201800739349300720,NATIONAL CENTER FOR POLICE DEFENSE INC,473387615,LEGAL DEFENSE FUND,PO BOX 730,95324,CA,,000000000,425000,LEGAL DEFENSE GRANT
75,2017,201841299349302004,NATIONAL CENTER FOR POLICE DEFENSE INC,473387615,LEGAL DEFENSE FUND,PO BOX 730,95324,CA,,000000000,425000,LEGAL DEFENSE GRANT
76,2014,201523029349300647,KANSAS STATE TROOPERS ASSOCIATION,480965315,KANSAS TROOPERS FOUNDATION,1200 SW 10TH AVENUE,66604,KS,501(C)(3),261980498,15000,SCHOLARSHIPS & CHARITABLE PROGRAMS
77,2018,201933099349301018,KANSAS STATE TROOPERS ASSOCIATION,480965315,KANSAS TROOPERS FOUNDATION,1200 SW 10TH AVENUE,66604,KS,501(C)(3),261980498,,CHARITABLE DONATIONS AND SCHOLARSHIPS
78,2013,201520639349300702,DELAWARE STATE TROOPERS ASSOCIATION,510123065,SPECIAL OLYMPICS OF DELAWARE,619 S COLLEGE AVE,19716,DE,501(C)(3),237162877,5250,SPONSORSHIP
79,2014,201600689349300800,DELAWARE STATE TROOPERS ASSOCIATION,510123065,SPECIAL OLYMPICS OF DELAWARE,619 S COLLEGE AVE,19716,DE,501(C)(3),237162877,5000,SPONSORSHIP
80,2015,201740129349300519,DELAWARE STATE TROOPERS ASSOCIATION,510123065,SPECIAL OLYMPICS OF DELAWARE,619 S COLLEGE AVE,19716,DE,501(C)(3),237162877,5000,SPONSORSHIP
81,2016,201840719349300764,DELAWARE STATE TROOPERS ASSOCIATION,510123065,SPECIAL OLYMPICS OF DELAWARE,619 S COLLEGE AVE,19716,DE,501(C)(3),237162877,5000,SPONSORSHIP
82,2017,201930259349301108,DELAWARE STATE TROOPERS ASSOCIATION,510123065,SPECIAL OLYMPICS OF DELAWARE,619 S COLLEGE AVE,19716,DE,501(C)(3),237162877,8400,SPONSORSHIP
83,2018,201922809349300522,DELAWARE STATE TROOPERS ASSOCIATION,510123065,SPECIAL OLYMPICS OF DELAWARE,619 S COLLEGE AVE,19716,DE,501(C)(3),237162877,8400,SPONSORSHIP
84,2013,201411339349304241,Humboldt Deputy Sheriffs Organization,510182837,Various Non Profits,Various,95501,CA,,,5350,
85,2014,201501409349300735,Humboldt Deputy Sheriffs Organization,510182837,Various Non Profits,Various,95501,CA,,,16400,
86,2015,201641339349300219,Humboldt Deputy Sheriffs Organization,510182837,Various Non Profits,Various,95501,CA,,,12219,
87,2016,201731309349302008,Humboldt Deputy Sheriffs Organization,510182837,Various Non Profits,Various,95501,CA,,,8848,
88,2017,201801249349300625,Humboldt Deputy Sheriffs Organization,510182837,Various Non Profits,Various,95501,CA,,,10204,
89,2018,201911509349300021,Humboldt Deputy Sheriffs Organization,510182837,Various Non Profits,Various,95501,CA,,,11820,
90,2013,201640539349300704,Mobile County Sheriffs Flotilla Inc,510185592,Community Foundation of South Alaba,,,,,,16000,Endowment fund
91,2013,201511889349301116,PHOENIX LAW ENFORCEMENT ASSOCIATION,510189787,TUITION ASSIST FOR POLICE SURVIVORS,1102 W ADAMS STREET,85007,AZ,501C3,860764842,48207,TUITION ASSISTANCE
92,2014,201631809349300913,PHOENIX LAW ENFORCEMENT ASSOCIATION,510189787,TUITION ASSIST FOR POLICE SURVIVORS,1102 W ADAMS STREET,85007,AZ,501C3,860764842,29786,TUITION ASSISTANCE
93,2016,201801939349300140,PHOENIX LAW ENFORCEMENT ASSOCIATION,510189787,JUDICIAL WATCH,425 3RD STREET SW NO 800,20024,DC,501C3,521885088,20000,COMMUNITY GOODWILL
94,2017,201901919349301165,PHOENIX LAW ENFORCEMENT ASSOCIATION,510189787,PLEA CHARITIES,1102 W ADAMS STREET,85007,AZ,501C3,680615615,18550,COMMUNITY GOODWILL
95,2013,201423399349300117,TENNESSEE SHERIFFS' ASSOCIATION,510195259,Tennessee Public,Safety Network,37138,TN,501(c)3,263704742,,provides tr
96,2014,201523189349301172,TENNESSEE SHERIFFS' ASSOCIATION,510195259,Tennessee Public,Safety Network,37138,TN,501(c)3,263704742,,provides tr
97,2014,201523499349300907,TENNESSEE SHERIFFS' ASSOCIATION,510195259,Tennessee Public,Safety Network,37138,TN,501(c)3,263704742,,provides tr
98,2015,201633029349300218,TENNESSEE SHERIFFS' ASSOCIATION,510195259,Tennessee Public,Safety Network,37138,TN,501(c)3,263704742,25000,provides tr
99,2017,201841419349300719,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,A A COMMUNITY COLLEGE,101 COLLEGE PARKWAY,21012,MD,,,1000,SCHOLARSHIP
100,2017,201841419349300719,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,CARROLL COMMUNITY COLLEGE,1601 WASHINGTON RD,21157,MD,,,1000,SCHOLARSHIP
101,2017,201841419349300719,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,COMM COLLEGE OF BALT CTY,7201 ROSSVILLE BLVD,21237,MD,,,1000,SCHOLARSHIP
102,2017,201841419349300719,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,CECIL COLLEGE FOUNDATION,1 SEA HAWK DRIVE,21901,MD,,,1000,SCHOLARSHIP
103,2017,201841419349300719,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,CHESAPEAKE COLLEGE,RT 50 AND 213,21679,MD,,,1000,SCHOLARSHIP
104,2017,201841419349300719,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,HAGERSTOWN COMM COLLEGE,11400 ROBINWOOD DRIVE,21742,MD,,,1000,SCHOLARSHIP
105,2017,201841419349300719,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,TOWSON UNIVERSITY FOUNDATION,8000 YORK ROAD,21252,MD,,,1000,SCHOLARSHIP
106,2017,201841419349300719,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,UNIVERSITY OF BALTIMORE,1420 N CHARLES STREET,21201,MD,,,1000,SCHOLARSHIP
107,2017,201841419349300719,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,UNIV OF MD EASTERN SHORE,1101 CAMDEN AVENUE,21801,MD,,,1000,SCHOLARSHIP
108,2017,201841419349300719,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,WOR WIC COMMUNITY COLLEGE,32000 CAMPUS DRIVE,21804,MD,,,1000,SCHOLARSHIP
109,2018,201941009349301074,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,AA COMMUNITY COLLEGE,101 COLLEGE PARKWAY,21012,MD,,,1000,SCHOLARSHIP
110,2018,201941009349301074,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,CARROLL COMMUNITY COLLEGE,1601 WASHINGTON ROAD,21157,MD,,,1000,SCHOLARSHIP
111,2018,201941009349301074,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,COMM COLLEGE OF BALT CITY,7201 ROSSWVILLE BLVD,21237,MD,,,1000,SCHOLARSHIP
112,2018,201941009349301074,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,CECIL COLLEGE FOUNDATION,1 SEA HAWK DRIVE,21901,MD,,,1000,SCHOLARSHIP
113,2018,201941009349301074,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,CHESAPEAKE COLLEGE,RT 50 AND 213,21679,MD,,,1000,SCHOLARSHIP
114,2018,201941009349301074,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,HAGERSTOWN COMM COLLEGE,11400 ROBINWOOD DRIVER,21742,MD,,,1000,SCHOLARSHIP
115,2018,201941009349301074,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,TOWSON UNIVERSITY,8000 YORK ROAD,21252,MD,,,1000,SCHOLARSHIP
116,2018,201941009349301074,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,UNIVERSITY OF BALTIMORE,1420 N CHARLES STREET,21201,MD,,,1000,SCHOLARSHIP
117,2018,201941009349301074,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,UNIV OF MD EASTERN SHORE,1101 CAMDEN AVENUE,21801,MD,,,1000,SCHOLARSHIP
118,2018,201941009349301074,MARYLAND LAW ENFORCEMENT OFFICERS INC,520850166,WOR WIC COMMUNITY COLLEGE,32000 CAMPUS DRIVE,21804,MD,,,1000,SCHOLARSHIP
119,2013,201432809349300148,LAW ENFORCEMENT LEGAL DEFENSE FUND,521095066,LAW ENFORCEMENT ACTION NETWORK,1428 DUKE STREET,22314,VA,,460768065,175400,TO FUND THE ORGANIZATION'S MISSION TO DEMAND ACTION ON THE ISSUES THAT ARE KEEPING OUR MEN AND WOMEN FROM DOING THEIR JOB OF PROTECTING AMERICAN CITIZENS.
120,2014,201531349349302218,LAW ENFORCEMENT LEGAL DEFENSE FUND,521095066,LAW ENFORCEMENT ACTION NETWORK,1428 DUKE STREET,22314,VA,501(C)(4),460768065,67000,TO FUND THE ORGANIZATION'S MISSION TO DEMAND ACTION ON THE ISSUES THAT ARE KEEPING OUR MEN AND WOMEN IN UNIFORM FROM DOING THEIR JOB OF PROTECTING AMERICAN CITIZENS
121,2014,201531349349302218,LAW ENFORCEMENT LEGAL DEFENSE FUND,521095066,INTERCOLLEGIATE STUDIES INSTITUTE INC,3901 CENTERVILLE ROAD,19807,DE,501(C)(3),236050131,25000,SUPPORT OF THE ISI'S ROUNDTABLE AND PROFESSIONAL JOURNALISM SEMINARS
122,2015,201641969349301429,Law Enforcement Legal Defense Fund,521095066,The Federalist Society,1776 I Street NW,20006,DC,501(c)(3),363235550,30000,Support of Mission- See Part IV
123,2015,201641969349301429,Law Enforcement Legal Defense Fund,521095066,National Law Enforcement Officers Memorial Fund,901 E Street NW,20004,DC,501(c)(3),521382926,10250,Support of Mission- See Part IV
124,2015,201641969349301429,Law Enforcement Legal Defense Fund,521095066,Concerns of Police Survivors Inc,PO Box 3199,65020,MO,501(c)(3),521354370,5000,Support of Mission- See Part IV
125,2016,201701779349300915,Law Enforcement Legal Defense Fund,521095066,The Federalist Society,1776 I Street NW,20006,DC,501(c)(3),363235550,20000,Support of Mission- See Part IV
126,2013,201432339349300503,INTERNATIONAL UNION OF POLICE,521139564,SUNCOAST FOUNDATION HANDICAPPED CHILDREN INC,PO BOX 1952,34274,FL,501 (C)(3),592417258,5000,SPONSORSHIP
127,2013,201432339349300503,INTERNATIONAL UNION OF POLICE,521139564,LAW ENFORCEMENT OFFICERS RELIEF FUND INC,1549 RINGLING BLVD,34236,FL,501 (C)(3),263338776,5680,SUPPORT FUNDRAISING DEVELOPMENT
128,2014,201522059349300217,INTERNATIONAL UNION OF POLICE,521139564,SUNCOAST FOUNDATION HANDICAPPED CHILDREN INC,PO BOX 1952,34274,FL,501 (C)(3),592417258,10000,SPONSORSHIP
129,2014,201522059349300217,INTERNATIONAL UNION OF POLICE,521139564,LAW ENFORCEMENT OFFICERS RELIEF FUND INC,1549 RINGLING BLVD,34236,FL,501 (C)(3),263338776,,SUPPORT FUNDRAISING DEVELOPMENT
130,2014,201522059349300217,INTERNATIONAL UNION OF POLICE,521139564,NATIONAL LAW ENFORCEMENT OFFICER MEMORIAL,901 E STREET NW 100,20004,DC,501 (C)(3),521382926,5000,SUPPORT FUNDRAISING DEVELOPMENT
131,2015,201602169349301335,INTERNATIONAL UNION OF POLICE,521139564,SUNCOAST FOUNDATION HANDICAPPED CHILDREN INC,PO BOX 1952,34274,FL,501 (C)(3),592417258,10000,SPONSORSHIP
132,2015,201602169349301335,INTERNATIONAL UNION OF POLICE,521139564,LAW ENFORCEMENT OFFICERS RELIEF FUND INC,1549 RINGLING BLVD,34236,FL,501 (C)(3),263338776,,SUPPORT FUNDRAISING DEVELOPMENT
133,2015,201602169349301335,INTERNATIONAL UNION OF POLICE,521139564,NATIONAL LAW ENFORCEMENT OFFICER MEMORIAL,901 E STREET NW 100,20004,DC,501 (C)(3),521382926,5000,SUPPORT FUNDRAISING DEVELOPMENT
134,2016,201732209349300438,INTERNATIONAL UNION OF POLICE,521139564,SUNCOAST FOUNDATION HANDICAPPED CHILDREN INC,PO BOX 1952,34274,FL,501 (C)(3),592417258,10000,SPONSORSHIP
135,2016,201732209349300438,INTERNATIONAL UNION OF POLICE,521139564,LAW ENFORCEMENT OFFICERS RELIEF FUND INC,1549 RINGLING BLVD,34236,FL,501 (C)(3),263338776,,SUPPORT FUNDRAISING DEVELOPMENT
136,2016,201732209349300438,INTERNATIONAL UNION OF POLICE,521139564,NATIONAL LAW ENFORCEMENT OFFICER MEMORIAL,901 E STREET NW 100,20004,DC,501 (C)(3),521382926,5000,SUPPORT FUNDRAISING DEVELOPMENT
137,2017,201842199349300104,INTERNATIONAL UNION OF POLICE,521139564,SUNCOAST FOUNDATION HANDICAPPED CHILDREN INC,PO BOX 1952,34274,FL,501 (C)(3),592417258,10000,SPONSORSHIP
138,2017,201842199349300104,INTERNATIONAL UNION OF POLICE,521139564,LAW ENFORCEMENT OFFICERS RELIEF FUND INC,1549 RINGLING BLVD,34236,FL,501 (C)(3),263338776,10000,GOLF SPONSORSHIP
139,2017,201842199349300104,INTERNATIONAL UNION OF POLICE,521139564,NATIONAL LAW ENFORCEMENT OFFICER MEMORIAL,901 E STREET NW 100,20004,DC,501 (C)(3),521382926,15000,SUPPORT FUNDRAISING DEVELOPMENT
140,2017,201842199349300104,INTERNATIONAL UNION OF POLICE,521139564,CONCERNS OF POLICE SURVIVORS,846 OLD SOUTH 5,65020,MO,501 (C)(3),521354370,6000,SPONSORSHIP
141,2018,201942249349301914,INTERNATIONAL UNION OF POLICE,521139564,COPS INC,PO BOX 3199,65020,MO,501(C)(3),521354370,8250,SPONSORSHIP
