,Unnamed: 0,tax_year,object_id,doner_name,doner_ein,recepient_name,recepient_address,recepient_zip,recepient_street_abreviation_code,irc_section_description,recepient_ein,recepient_cash_grant_amount,purpose_of_grant_txt
40,40,2015,201601799349300710,ATLANTA POLICE FOUNDATION INC,113655936,ATLANTA POLICE DEPARTMENT,ATLANTA,30303.0,GA,,,3206862.0,SUPPORT RANK AND FILE APD OFFICERS
41,41,2016,201703009349300515,ATLANTA POLICE FOUNDATION INC,113655936,ATLANTA POLICE DEPARTMENT,ATLANTA,30303.0,GA,,,5474190.0,SUPPORT RANK AND FILE APD OFFICERS
42,42,2017,201802589349300400,ATLANTA POLICE FOUNDATION INC,113655936,ATLANTA POLICE DEPARTMENT,ATLANTA,30303.0,GA,,,6551980.0,SUPPORT RANK AND FILE APD OFFICERS
43,43,2018,201912389349300736,ATLANTA POLICE FOUNDATION INC,113655936,ATLANTA POLICE DEPARTMENT,ATLANTA,30303.0,GA,,,3303768.0,Support APD/Public safety in Atl.
44,44,2015,201721359349303957,Nassau County Police Activity League Inc,116002869,Manhasset Public Schools,200 Memorial Drive,11030.0,NY,,116002006.0,5489.0,Sound system Maintenance
45,45,2015,201721359349303957,Nassau County Police Activity League Inc,116002869,Town of North Hempstead,1801 Evergreen Ave,11040.0,NY,,116001933.0,90000.0,Feild Maintenance
46,46,2017,201843199349303904,Nassau County Police Activity League Inc,116002869,Manhasset Public Schools,200 Memorial Drive,11030.0,NY,,116002006.0,8644.0,Fencing for feild
47,47,2013,201403219349310435,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220.0,NY,,136400434.0,1000710.0,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
48,48,2013,201403219349310435,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME,BUREAU 1 POLICE PLAZA,10038.0,NY,,136400434.0,160000.0,THE GUN STOP PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS IN TO THE NYPD.
49,49,2013,201403219349310435,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003.0,NY,,136400434.0,,"FOR CRIME STOPPERS UNIT, CANVASSING CRIME SCENE FOR INFORMATION"
50,50,2013,201403219349310435,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003.0,NY,,136400434.0,,WELLNESS OF POLICE OFFICERS
51,51,2013,201403219349310435,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220.0,NY,,136400434.0,,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
52,52,2014,201503179349304825,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220.0,NY,,136400434.0,800480.0,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
53,53,2014,201503179349304825,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME,BUREAU 1 POLICE PLAZA,10038.0,NY,,136400434.0,165000.0,THE GUN STOP PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS IN TO THE NYPD.
54,54,2014,201503179349304825,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003.0,NY,,136400434.0,,WELLNESS OF POLICE OFFICERS
55,55,2014,201503179349304825,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220.0,NY,,136400434.0,,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
56,56,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220.0,NY,,136400434.0,1000000.0,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
57,57,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME,BUREAU 1 POLICE PLAZA,10038.0,NY,,136400434.0,200000.0,THE GUN STOP PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS INTO THE NYPD.
58,58,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME,BUREAU 1 POLICE PLAZA,10038.0,NY,,136400434.0,46198.0,THE GUN BUY-BACK PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS IN TO THE NYPD.
59,59,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003.0,NY,,136400434.0,,WELLNESS OF POLICE OFFICERS
60,60,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220.0,NY,,136400434.0,,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
61,61,2015,201603209349303820,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003.0,NY,,136400434.0,994925.0,BULLET -PROOF VEST ( POLICE OFFICER PROTECTION)
62,62,2016,201703199349308575,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220.0,NY,,136400434.0,1000000.0,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
63,63,2016,201703199349308575,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME,BUREAU 1 POLICE PLAZA,10038.0,NY,,136400434.0,150000.0,THE GUN STOP PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS INTO THE NYPD.
64,64,2016,201703199349308575,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003.0,NY,,136400434.0,,WELLNESS OF POLICE OFFICERS.
65,65,2016,201703199349308575,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220.0,NY,,136400434.0,,EXPLOSIVE DETECTION CANINES IS A SIGNIFICANT BOOST TO THE NYPD ONGOING EFFORTS TO COMBAT TERRORISM.
66,66,2017,201833199349311783,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220.0,NY,,136400434.0,1300000.0,THE INTERNATIONAL LIAISON PROGRAM ENABLES THE NYPD TO STATION DETECTIVES THROUGHOUT THE WORLD TO WORK WITH LOCAL LAW ENFORCEMENT ON TERRORISM RELATED INCIDENTS.
67,67,2017,201833199349311783,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD ORGANIZED CRIME BUREAU,BUREAU 1 POLICE PLAZA,10038.0,NY,,136400434.0,100000.0,THE GUN STOP PROGRAM PAYS REWARDS TO CIVILIANS WHO TURN THEIR GUNS INTO THE NYPD.
68,68,2017,201833199349311783,NEW YORK CITY POLICE FOUNDATION INC,132711338,NEW YORK CITY POLICE DEPARTMENT,ONE POLICE PLAZA,10003.0,NY,,136400434.0,,WELLNESS OF POLICE OFFICERS.
69,69,2017,201833199349311783,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD INTELLIGENCE DIVISION,140 58TH STREET,11220.0,NY,,136400434.0,,EXPLOSIVE DETECTION CANINES IS A SIGNIFICANT BOOST TO THE NYPD ONGOING EFFORTS TO COMBAT TERRORISM.
70,70,2017,201833199349311783,NEW YORK CITY POLICE FOUNDATION INC,132711338,NYPD CRIME CHIEF DEPARTMENT,ONE POLICE PLAZA,10038.0,NY,,136400434.0,,TO BE USED BY THE NYPD TO GO TO CRIME SCENE AND REPORT TO CRIME STOPPER 577 TIPS HOTLINE.
71,71,2017,201832919349300923,FRATERNAL ORDER OF POLICE EMPIRE,132842700,MEMORIAL SLOAN KETTERING CANCER CENTER,PO BOX 27106,10087.0,NY,501-C-3,131924236.0,10000.0,CHARITABLE
72,72,2017,201813069349300606,FRATERNAL ORDER OF POLICE EMPIRE,132842700,MEMORIAL SLOAN KETTERING CANCER CENTER,PO BOX 27106,10087.0,NY,501-C-3,131924236.0,10000.0,CHARITABLE
73,73,2013,201402389349300815,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,GNYC BOY SCOUTS OF AMERICA,350 FIFTH AVE STE 430,10018.0,NY,,131624015.0,10000.0,
74,74,2013,201402389349300815,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,AMERICAN SKIN ASSOCIATION,346 PARK AVENUE SOUTH,10010.0,NY,,133401320.0,10000.0,
75,75,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,GNYC BOY SCOUTS OF AMERICA,350 FIFTH AVE STE 430,10018.0,NY,,131624015.0,10000.0,
76,76,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,AMERICAN SKIN ASSOCIATION,346 PARK AVENUE SOUTH,10010.0,NY,,133401320.0,10000.0,
77,77,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,HELLENIC SOCIETY SCHOLARSHIP FUND,823 ELEVENTH AVE 5TH FL,10019.0,NY,,133709501.0,6500.0,
78,78,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,NYS TROOPERS PBA,120 STATE ST 2ND FL,12207.0,NY,,204062957.0,17500.0,
79,79,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,CITIZENS CRIME COMM OF NY,335 MADISON AVE 9TH FLR,10017.0,NY,,132954537.0,10000.0,
80,80,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,FRIENDS OF FIREFIGHTERS INC,199 VAN BRUNT STREET,11231.0,NY,,10611469.0,10000.0,
81,81,2014,201542539349300409,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,MAYO CLINIC,200 FIRST STREET SW,55905.0,MN,,416011702.0,10000.0,
82,82,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,GNYC BOY SCOUTS OF AMERICA,350 FIFTH AVE STE 430,10018.0,NY,,131624015.0,10000.0,
83,83,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,AMERICAN SKIN ASSOCIATION,346 PARK AVENUE SOUTH,10010.0,NY,,133401320.0,10000.0,
84,84,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,CITIZENS CRIME COMM OF NY,335 MADISON AVE 9TH FLR,10017.0,NY,,132954537.0,10000.0,
85,85,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,NEW YORK BLOOD CENTER,310 EAST 67TH STREET,10065.0,NY,,131949477.0,10000.0,
86,86,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,NY LAW ENFORCEMENT FOUND,480 PARK AVENUE,10022.0,NY,,133854164.0,10000.0,
87,87,2015,201631889349300808,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,SPECIAL OPERATIONS WARRIOR FOUND,PO BOX 89367,33689.0,FL,,521183585.0,10000.0,
88,88,2016,201742209349300444,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,GNYC BOY SCOUTS OF AMERICA,350 FIFTH AVE STE 430,10018.0,NY,,131624015.0,20000.0,
89,89,2016,201742209349300444,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,AMERICAN SKIN ASSOCIATION,346 PARK AVENUE SOUTH,10010.0,NY,,133401320.0,10000.0,
90,90,2016,201742209349300444,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,THE CENTURION FOUNDATION,45 BROADWAY STE 2440,10006.0,NY,,133416110.0,20000.0,
91,91,2016,201742209349300444,FEDERAL LAW ENFORCEMENT FOUNDATION INC,133494044,NY LAW ENFORCEMENT FOUND,480 PARK AVENUE,10022.0,NY,,133854164.0,10000.0,
92,92,2017,201813179349304621,NATIONAL POLICE DEFENSE FOUNDATION INC,133830191,FRESH START CARING FOUNDATION,2011 PALOMAR AIRPORT RD 206,92056.0,CA,501(c)(3),464828915.0,18100.0,SURGICAL AID
93,93,2016,201811359349312011,POLICE UNITY TOUR NORTHERN,134346176,police unity tour,PO BOX 528,7923.0,NJ,501(C)(3),223530541.0,117000.0,SUPPORT OF THE NATIONAL POLICE MEMORIAL IN DC
94,94,2013,201521349349306227,Patrolmen's Benevolent Association,135308915,Police Relief Fund,1 POLICE PLAZA,10007.0,NY,501(C)(4),237331002.0,774800.0,FOR THE NEEDS OF ITS MEMBERS AND FAMILIES
95,95,2014,201641379349307004,Patrolmen's Benevolent Association,135308915,Police Relief Fund,1 POLICE PLAZA,10007.0,NY,501(C)(4),237331002.0,765672.0,FOR THE NEEDS OF ITS MEMBERS
96,96,2015,201701229349301415,Patrolmen's Benevolent Association of the,135308915,POLICE RELIEF FUND,1 POLICE PLAZA,10007.0,NY,501(C)(4),237331002.0,791098.0,Program Support
97,97,2016,201841349349305829,Patrolmen's Benevolent Association of the,135308915,POLICE RELIEF FUND,1 POLICE PLAZA,10007.0,NY,501(C)(4),237331002.0,836944.0,Program Support
98,98,2017,201941349349304104,Patrolmen's Benevolent Association of the,135308915,POLICE RELIEF FUND,1 POLICE PLAZA,10007.0,NY,501(C)(4),237331002.0,804676.0,Program Support
99,99,2017,201823189349304112,POLICE BENEVOLENT ASSOCIATION,136115884,NYST PBA HOLDING,120 STATE ST,12207.0,NY,501-C-2,800577393.0,1454431.0,CONTRIBUTION
100,100,2016,201723129349300307,SCARSDALE PATROLMEN'S BENEVOLENT,136118433,JDRF,26 BROADWAY 15TH FL,10004.0,NY,501-C-3,231907729.0,21000.0,CHARITY
101,101,2016,201723129349300307,SCARSDALE PATROLMEN'S BENEVOLENT,136118433,ST JUDE CHILDREN RESEARCH HOSPITAL,262 DANNY THOMAS PLACE,38105.0,TN,501-C-3,620646012.0,21000.0,CHARITY
102,102,2017,201803139349301300,SCARSDALE PATROLMEN'S BENEVOLENT,136118433,JDRF,26 BROADWAY 15TH FL,10004.0,NY,501-C-3,231907729.0,25000.0,CHARITY
103,103,2015,201613209349300431,NEW YORK STATE SHERIFFS',141390919,NEW YORK STATE SHERIFFS ASSOCIATION INSTITUTE INC,27 ELK STREET,12207.0,NY,501C3,222272582.0,,FORGIVENESS OF INTEREST DUE ON LOAN RECEIVABLE.
104,104,2016,201723199349303827,NEW YORK STATE SHERIFFS',141390919,NEW YORK STATE SHERIFFS' INSTITUTE INC,27 ELK STREET,12207.0,NY,501C3,222272582.0,,FORGIVENESS OF CURRENT YEAR'S INTEREST DUE ON LOAN RECEIVABLE.
105,105,2017,201833199349300338,NEW YORK STATE SHERIFFS',141390919,NEW YORK STATE SHERIFFS' INSTITUTE INC,27 ELK STREET,12207.0,NY,501C3,222272582.0,,FORGIVENESS OF CURRENT YEAR'S INTEREST DUE ON LOAN RECEIVABLE.
106,106,2015,201700749349300705,ERIE COUNTY SHERIFFS,161510421,KIDS ESCAPING DRUGS,920 HARLEM ROAD,14224.0,NY,501(C),,7000.0,PUBLIC ASSISTANCE
107,107,2016,201840749349301759,ERIE COUNTY SHERIFFS,161510421,WNY UNITED,1195 NIAGARA STREET,14213.0,NY,501(C),,6500.0,
108,108,2017,201930329349301203,ERIE COUNTY SHERIFFS,161510421,WNY UNITED,1195 NIAGARA STREET,14213.0,NY,501(C),,15250.0,
109,109,2018,201912559349300331,LAW ENFORCEMENT ACTION PARTNERSHIP INC,161645758,CHRISTIAN COALITION OF AMERICA,PO BOX 37030,20013.0,DC,,752372537.0,200000.0,SUPPORT FOR CRIMINAL JUSTICE REFORM EFFORTS IN OHIO AND FLORIDA
110,110,2018,201912529349300516,AMHERST POLICE CLUB INC,166028379,TOWN OF AMHERST,5583 MAIN ST,14221.0,NY,,166002157.0,48899.0,IMPROVEMENTS TO THE AMHERST POLICE GYM FACILITY
111,111,2017,201900319349300800,LANCASTER CITY POLICE FOUNDATION,200228818,LANCASTER CITY BUREAU OF POLICE,39 WEST CHESTNUT STREET,176033510.0,PA,,236001904.0,140901.0,TO STRENGTHEN AND ENHANCE THE ACTIVITIES OF THE CANINE AND MOUNTED PATROL POLICE SERVICES
112,112,2013,201433009349300963,Charlotte Mecklenburg Police Foundation,200422513,CHARLOTTE MECKLENBURG POLICE DEPARTMENT,601 E TRADE STREET,28202.0,NC,,,44748.0,SEE SCHEDULE O.
113,113,2015,201602289349300530,Charlotte Mecklenburg Police Foundation,200422513,CHARLOTTE MECKLENBURG POLICE DEPARTMENT,601 E TRADE STREET,28202.0,NC,,,327980.0,SEE SCHEDULE O.
114,114,2016,201722289349300132,Charlotte Mecklenburg Police Foundation,200422513,CHARLOTTE MECKLENBURG POLICE DEPARTMENT,601 E TRADE STREET,28202.0,NC,,,119370.0,SEE SCHEDULE O.
115,115,2017,201843199349304819,Charlotte Mecklenburg Police Foundation,200422513,CHARLOTTE MECKLENBURG POLICE DEPARTMENT,601 E TRADE STREET,28202.0,NC,,,629594.0,SEE SCHEDULE O.
116,116,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,American Heart Association,5851 St Augustine Road,32207.0,FL,501c3,135613797.0,,
117,117,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Hands on Jacksonville,6817 Southpoint Pkwy 302,32216.0,FL,501c3,591466484.0,10000.0,
118,118,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,The Justice Coalition,1935 S Lane Ave Ste 1,32210.0,FL,501c3,593329348.0,,
119,119,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Police Unity Tour of FL Inc,PO Box 9144,330759144.0,FL,501c3,201026394.0,10000.0,
120,120,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Celebrate Asia,8732 Lone Star Road,32211.0,FL,501c3,300587167.0,,
121,121,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225.0,FL,501c3,237323006.0,21800.0,
122,122,2013,201411929349301001,Jacksonville Frat Order of Police Foundation,200821341,NLEOMF,400 7th St NW Ste 300,20004.0,DC,501c3,521382926.0,,
